User_ID,Lessons_Per_Week,Avg_Time_Per_Lesson,Streaks,Quiz_Scores,Dropped_Off
User_523,13,3.38,45,39.0,1
User_524,1,4.65,23,46.17,0
User_525,25,2.83,28,37.54,1
User_526,7,2.9,40,12.98,1
User_527,9,1.47,5,42.48,1
User_528,24,3.87,20,75.37,0
User_529,1,1.02,40,8.03,1
User_530,12,1.69,44,8.94,1
User_531,8,2.18,1,36.12,1
User_532,24,2.59,30,94.23,1
User_533,11,1.29,21,67.19,1
User_534,19,0.66,20,68.19,1
User_535,17,3.09,6,36.83,1
User_536,8,1.51,22,59.77,1
User_537,3,2.95,18,2.0,1
User_538,3,0.86,8,63.97,1
User_539,1,2.46,39,91.42,1
User_540,27,2.71,32,61.64,0
User_541,5,0.35,33,87.5,1
User_542,10,1.75,16,72.67,1
User_543,7,0.76,12,12.94,1
User_544,26,0.41,38,90.34,0
User_545,9,4.95,34,7.58,1
User_546,28,1.68,14,53.86,0
User_547,7,4.07,36,15.07,1
User_548,9,1.35,33,2.16,1
User_549,8,3.44,23,42.78,1
User_550,12,3.83,45,30.21,1
User_551,2,3.02,2,49.11,1
User_552,1,2.41,41,58.14,0
User_553,16,2.12,21,5.33,1
User_554,23,1.81,2,13.18,1
User_555,23,4.65,27,56.31,1
User_556,24,4.17,9,34.97,1
User_557,5,4.83,1,73.19,1
User_558,3,0.71,11,65.58,1
User_559,12,3.68,3,84.71,1
User_560,8,4.7,23,69.56,1
User_561,22,0.99,26,43.56,1
User_562,27,0.43,4,67.62,0
User_563,3,3.73,18,28.26,1
User_564,1,2.91,6,31.33,1
User_565,3,4.22,35,79.11,1
User_566,5,0.78,22,45.2,1
User_567,15,4.0,43,80.04,1
User_568,14,1.09,15,82.42,1
User_569,3,0.9,22,85.9,1
User_570,1,0.9,37,91.75,1
User_571,5,4.09,42,43.67,1
User_572,26,3.36,12,32.57,1
User_573,23,2.66,47,58.64,0
User_574,14,1.86,49,37.75,1
User_575,7,4.4,42,60.51,1
User_576,27,2.02,38,70.85,1
User_577,9,4.1,18,69.15,1
User_578,15,2.25,45,38.08,1
User_579,15,1.95,35,17.52,0
User_580,26,2.37,30,43.62,0
User_581,10,1.58,24,15.12,1
User_582,28,3.76,42,89.12,0
User_583,13,2.56,30,35.24,0
User_584,19,1.24,14,16.29,0
User_585,7,4.51,6,3.52,0
User_586,17,1.98,3,64.94,1
User_587,20,2.76,16,64.05,1
User_588,29,4.54,7,34.72,1
User_589,4,3.16,14,8.1,1
User_590,5,0.67,9,41.55,0
User_591,23,4.71,15,31.81,1
User_592,7,3.18,21,68.03,1
User_593,13,1.74,35,60.97,0
User_594,15,0.78,2,37.09,0
User_595,11,3.99,27,22.57,0
User_596,29,3.14,2,98.82,1
User_597,4,2.71,35,45.95,1
User_598,13,4.48,18,69.14,1
User_599,7,3.96,14,14.91,1
User_600,27,0.84,20,49.07,1
User_601,19,1.63,18,3.73,1
User_602,22,1.32,10,51.04,1
User_603,28,3.75,25,96.44,1
User_604,2,0.26,2,39.04,1
User_605,10,2.89,25,4.86,1
User_606,13,3.84,33,4.06,1
User_607,25,4.4,36,39.41,1
User_608,21,1.78,31,16.84,1
User_609,6,4.12,14,3.31,1
User_610,28,0.64,1,75.87,0
User_611,28,4.25,46,46.39,1
User_612,12,0.72,16,29.64,0
User_613,12,2.05,46,90.11,1
User_614,20,4.01,3,12.5,1
User_615,11,0.83,35,95.64,1
User_616,26,1.22,41,32.08,0
User_617,23,3.64,6,88.95,1
User_618,28,3.63,25,60.69,1
User_619,25,3.24,13,82.84,0
User_620,7,3.5,34,98.42,1
User_621,1,2.76,8,29.55,1
User_622,1,1.33,21,96.15,1
User_623,25,1.79,34,39.56,1
User_624,27,0.99,4,39.17,1
User_625,25,4.55,25,34.7,1
User_626,20,2.96,15,54.6,0
User_627,13,2.06,4,16.26,0
User_628,9,2.36,45,55.82,1
User_629,3,4.74,12,54.63,1
User_630,7,0.85,32,76.43,1
User_631,6,2.97,32,83.53,0
User_632,8,2.58,28,44.6,0
User_633,27,3.1,13,30.93,1
User_634,9,0.19,31,26.67,0
User_635,5,4.37,14,20.27,1
User_636,1,4.67,20,6.71,1
User_637,19,2.87,18,34.9,1
User_638,10,3.51,29,27.75,1
User_639,12,4.62,6,96.68,1
User_640,24,3.57,32,56.21,1
User_641,15,0.85,29,35.38,1
User_642,27,2.92,43,58.47,0
User_643,22,3.07,2,14.78,1
User_644,24,2.18,23,44.96,1
User_645,9,3.71,19,63.0,1
User_646,20,4.68,31,49.4,1
User_647,17,4.64,5,40.78,1
User_648,17,2.31,19,99.39,1
User_649,26,0.65,34,88.15,0
User_650,20,4.93,10,62.72,1
User_651,12,4.21,25,57.37,1
User_652,7,0.71,2,62.45,1
User_653,2,4.61,11,20.93,1
User_654,3,4.36,31,40.12,1
User_655,17,2.64,15,4.91,1
User_656,5,3.0,9,48.08,0
User_657,17,2.06,23,54.76,1
User_658,24,0.37,19,23.55,1
User_659,17,1.74,9,96.44,0
User_660,27,4.03,35,91.04,1
User_661,17,0.12,21,72.49,0
User_662,2,1.73,9,53.81,0
User_663,2,2.05,28,87.13,0
User_664,28,2.73,46,13.93,0
User_665,22,4.61,7,79.26,1
User_666,23,1.8,16,13.36,1
User_667,5,1.8,16,79.63,1
User_668,1,3.71,33,28.3,1
User_669,1,2.32,4,87.83,1
User_670,19,1.2,4,94.46,0
User_671,2,2.32,39,15.73,0
User_672,21,0.79,40,46.8,1
User_673,12,0.96,17,98.12,1
User_674,26,2.54,37,48.86,1
User_675,6,2.15,39,86.49,1
User_676,23,4.58,29,59.28,1
User_677,4,1.88,36,38.16,1
User_678,23,2.94,38,29.29,1
User_679,11,3.2,39,21.12,1
User_680,24,0.16,37,76.42,1
User_681,27,3.35,35,39.27,0
User_682,17,0.97,7,51.62,1
User_683,6,4.81,27,49.74,1
User_684,24,0.83,28,58.15,0
User_685,5,2.13,22,86.69,0
User_686,20,0.52,14,98.09,0
User_687,2,4.98,7,41.35,1
User_688,6,2.56,37,82.92,1
User_689,22,3.02,22,76.69,0
User_690,11,0.43,5,57.78,0
User_691,16,3.77,2,95.65,1
User_692,16,1.13,27,20.85,0
User_693,1,4.5,21,11.82,1
User_694,9,1.11,38,85.54,0
User_695,28,1.03,15,44.48,1
User_696,27,0.28,21,84.85,1
User_697,6,2.41,10,89.42,1
User_698,16,2.87,23,7.18,1
User_699,29,0.42,39,88.46,0
User_700,3,3.9,5,45.38,0
User_701,20,2.32,1,51.53,0
User_702,28,2.67,13,63.03,0
User_703,27,2.26,21,92.71,0
User_704,4,2.06,26,2.89,1
User_705,19,2.84,45,48.21,1
User_706,26,0.86,21,69.08,1
User_707,3,0.99,18,72.55,1
User_708,19,4.32,37,69.56,1
User_709,20,4.74,45,14.31,1
User_710,7,1.93,32,30.64,1
User_711,20,1.43,36,36.51,1
User_712,9,3.26,17,80.64,1
User_713,1,2.1,35,28.6,1
User_714,8,0.22,49,21.86,0
User_715,7,0.87,11,95.79,1
User_716,18,3.61,21,1.88,0
User_717,8,3.33,26,99.78,1
User_718,1,0.23,4,68.01,1
User_719,11,1.19,34,83.02,1
User_720,28,1.23,48,30.17,1
User_721,25,3.39,18,2.42,1
User_722,25,0.2,40,74.05,0
User_723,18,0.61,35,83.58,0
User_724,23,4.02,41,74.31,1
User_725,10,0.97,29,15.14,1
User_726,3,3.3,29,75.59,1
User_727,7,1.27,38,77.12,1
User_728,28,0.59,42,66.2,1
User_729,16,1.29,21,76.85,1
User_730,26,3.64,42,84.75,1
User_731,16,4.29,13,61.75,1
User_732,25,4.17,49,9.77,0
User_733,20,2.05,41,49.28,1
User_734,28,3.37,17,8.69,1
User_735,17,1.1,9,41.35,1
User_736,2,1.54,41,41.3,1
User_737,1,4.49,1,7.53,1
User_738,16,0.16,2,35.53,0
User_739,12,0.52,48,11.99,1
User_740,5,1.12,29,81.02,1
User_741,5,0.23,33,94.82,1
User_742,27,0.99,10,8.16,1
User_743,23,2.96,40,95.56,1
User_744,9,2.16,21,52.74,1
User_745,9,4.47,28,30.66,1
User_746,3,4.11,11,8.61,1
User_747,19,1.77,34,50.56,1
User_748,16,1.37,8,79.66,0
User_749,16,1.96,22,71.0,1
User_750,3,2.99,8,5.97,1
User_751,20,1.41,49,8.22,1
User_752,24,3.16,15,40.88,1
User_753,22,2.11,17,30.23,1
User_754,24,2.81,23,24.01,1
User_755,1,2.24,24,28.82,1
User_756,24,1.54,45,80.54,0
User_757,20,4.75,19,92.99,0
User_758,11,3.84,5,41.11,1
User_759,17,0.79,32,90.7,0
User_760,8,4.36,44,32.83,0
User_761,4,2.49,1,48.17,0
User_762,6,4.48,23,23.38,0
User_763,8,4.02,37,64.41,1
User_764,20,2.18,8,97.92,1
User_765,3,0.21,13,60.75,1
User_766,16,1.42,8,36.42,1
User_767,25,2.75,23,65.13,1
User_768,3,3.2,43,13.17,1
User_769,25,1.36,1,88.98,1
User_770,29,0.78,45,50.81,1
User_771,18,4.19,24,45.49,0
User_772,14,4.92,35,59.0,1
User_773,18,2.68,24,62.85,1
User_774,2,0.94,17,8.11,1
User_775,22,1.43,5,68.58,1
User_776,3,0.19,20,24.95,1
User_777,16,4.58,21,71.68,1
User_778,29,0.68,40,82.43,1
User_779,9,2.92,31,80.59,1
User_780,4,1.44,46,55.7,1
User_781,1,2.82,36,52.5,1
User_782,4,3.29,11,15.14,1
User_783,1,4.17,15,77.76,1
User_784,14,1.11,19,27.87,1
User_785,21,0.15,7,50.17,1
User_786,16,0.77,28,29.14,1
User_787,20,4.51,43,14.25,1
User_788,24,4.38,5,63.33,1
User_789,8,3.03,5,6.38,1
User_790,7,3.04,30,75.12,1
User_791,3,3.36,32,32.44,1
User_792,17,0.96,8,1.01,1
User_793,1,4.58,10,51.6,1
User_794,16,2.15,38,5.64,0
User_795,12,1.98,47,28.34,1
User_796,27,2.64,32,70.99,0
User_797,19,0.33,48,7.21,0
User_798,22,0.91,28,84.09,0
User_799,23,3.72,17,1.38,1
User_800,22,0.51,31,25.44,1
User_801,14,3.06,8,74.35,1
User_802,6,1.3,40,32.31,1
User_803,6,2.01,25,11.09,1
User_804,13,1.51,9,36.66,1
User_805,19,1.84,2,27.77,0
User_806,22,3.62,15,84.43,1
User_807,8,1.56,3,32.02,1
User_808,27,2.88,49,79.1,1
User_809,27,2.43,36,89.3,1
User_810,2,3.35,4,43.95,1
User_811,21,4.69,14,91.08,0
User_812,1,3.69,41,38.35,1
User_813,28,1.15,41,96.44,0
User_814,15,0.25,25,9.84,1
User_815,1,1.39,10,69.01,0
User_816,5,3.02,21,49.89,1
User_817,28,0.35,36,39.38,1
User_818,29,2.53,12,63.64,1
User_819,16,3.02,27,70.68,1
User_820,19,1.74,40,1.43,1
User_821,4,3.88,2,17.53,1
User_822,3,0.62,13,71.59,1
User_823,17,0.47,32,66.97,1
User_824,17,3.67,31,96.64,0
User_825,12,2.53,16,76.34,1
User_826,28,3.47,32,95.13,1
User_827,29,2.23,32,70.55,1
User_828,14,1.31,34,30.51,1
User_829,21,4.11,11,11.43,0
User_830,6,4.02,10,78.4,1
User_831,3,3.5,15,64.77,1
User_832,28,1.43,17,5.77,1
User_833,9,2.99,40,36.64,1
User_834,5,1.87,18,95.72,1
User_835,24,0.55,9,50.54,1
User_836,29,4.59,25,43.84,1
User_837,17,0.77,40,46.31,0
User_838,14,4.76,14,21.68,1
User_839,21,2.29,25,37.5,1
User_840,3,1.01,22,37.61,0
User_841,28,2.76,30,6.18,1
User_842,1,4.38,20,76.99,1
User_843,20,3.69,21,42.23,1
User_844,29,4.05,44,82.4,1
User_845,21,3.33,32,85.18,1
User_846,23,3.49,46,21.99,1
User_847,1,4.26,49,66.08,0
User_848,3,1.32,21,47.76,1
User_849,18,2.5,35,88.14,1
User_850,25,1.18,32,22.36,1
User_851,10,4.94,30,68.1,1
User_852,22,4.73,39,61.17,1
User_853,26,0.29,49,30.23,1
User_854,3,3.56,12,14.52,0
User_855,8,4.63,41,65.51,1
User_856,14,0.98,47,74.12,1
User_857,24,2.88,18,32.25,1
User_858,18,4.59,21,64.84,1
User_859,15,0.27,13,40.12,1
User_860,22,3.52,21,71.61,1
User_861,23,1.56,8,20.72,1
User_862,2,4.63,46,89.13,1
User_863,27,4.86,40,29.45,1
User_864,10,4.73,46,37.41,1
User_865,2,2.42,7,6.75,1
User_866,26,4.32,23,12.04,0
User_867,17,4.24,44,52.07,1
User_868,8,1.66,32,27.49,1
User_869,1,4.16,11,83.71,1
User_870,9,0.28,22,2.45,1
User_871,11,3.02,22,38.53,1
User_872,22,1.23,43,34.4,1
User_873,16,0.69,25,2.91,1
User_874,7,0.48,22,13.31,0
User_875,29,3.51,28,41.95,1
User_876,10,1.77,29,49.79,1
User_877,23,3.65,13,41.02,1
User_878,26,0.42,18,53.56,0
User_879,3,1.64,2,59.92,1
User_880,18,2.74,29,1.98,1
User_881,25,3.97,21,46.95,1
User_882,24,1.66,15,96.39,0
User_883,13,3.17,27,52.38,1
User_884,28,4.44,31,68.08,0
User_885,26,3.12,15,31.87,1
User_886,7,1.24,23,77.63,0
User_887,25,0.22,24,77.52,0
User_888,4,4.36,44,52.61,1
User_889,13,0.2,13,97.63,1
User_890,20,4.39,22,13.43,1
User_891,1,2.69,43,2.68,0
User_892,8,4.7,37,77.25,0
User_893,14,4.01,33,80.91,0
User_894,16,4.99,3,12.9,1
User_895,14,1.82,19,27.29,1
User_896,12,3.86,23,2.74,1
User_897,19,2.07,29,30.04,0
User_898,23,2.45,30,77.54,1
User_899,15,3.17,39,52.28,1
User_900,28,4.38,44,35.46,1
User_901,2,4.92,47,37.8,1
User_902,2,3.86,25,1.13,0
User_903,23,2.15,37,30.68,1
User_904,22,2.16,47,65.0,1
User_905,19,3.71,8,97.45,1
User_906,25,1.27,42,84.86,0
User_907,26,0.64,16,3.34,1
User_908,29,1.84,8,89.96,0
User_909,22,1.51,1,78.54,1
User_910,26,1.55,44,78.26,1
User_911,26,1.24,5,46.34,1
User_912,22,0.31,3,40.4,1
User_913,17,0.19,1,30.99,0
User_914,20,4.94,4,7.5,1
User_915,10,2.2,40,23.6,1
User_916,6,1.98,35,25.41,1
User_917,15,3.43,32,48.92,1
User_918,22,1.17,42,75.0,0
User_919,11,4.75,34,47.91,0
User_920,28,3.95,43,6.73,1
User_921,5,0.54,25,95.82,1
User_922,1,2.15,10,94.33,1
User_923,8,4.41,21,78.73,1
User_924,21,4.73,46,99.14,1
User_925,28,2.39,39,54.9,1
User_926,12,3.11,27,96.31,1
User_927,12,0.92,27,8.48,1
User_928,5,4.96,2,37.2,0
User_929,7,1.24,41,23.31,0
User_930,4,4.72,48,20.39,1
User_931,6,3.28,13,14.94,1
User_932,13,3.08,9,62.62,1
User_933,20,2.61,36,78.35,1
User_934,15,1.23,22,58.25,1
User_935,3,0.96,42,15.55,1
User_936,23,1.18,26,81.3,0
User_937,8,1.01,12,63.96,0
User_938,20,3.92,17,39.43,0
User_939,16,1.82,14,67.74,0
User_940,13,0.38,14,26.73,1
User_941,18,4.85,34,35.17,1
User_942,28,4.43,20,91.83,1
User_943,10,4.65,11,29.76,1
User_944,19,4.98,16,47.53,1
User_945,17,0.95,31,89.12,0
User_946,24,2.04,6,71.06,1
User_947,19,3.82,19,7.16,0
User_948,28,3.51,37,15.58,1
User_949,26,0.85,4,1.78,1
User_950,23,4.1,47,63.46,1
User_951,26,1.2,4,45.32,1
User_952,5,1.2,20,14.29,1
User_953,26,2.73,10,95.84,1
User_954,21,3.01,24,53.44,1
User_955,23,2.94,35,24.95,1
User_956,9,0.55,26,50.56,1
User_957,12,4.4,37,68.28,1
User_958,21,1.4,38,8.55,1
User_959,1,0.73,21,28.2,0
User_960,26,4.45,40,80.89,1
User_961,26,4.78,39,46.51,1
User_962,1,4.32,21,55.11,1
User_963,15,4.07,10,43.85,0
User_964,2,3.31,38,5.35,0
User_965,22,2.8,46,17.41,1
User_966,16,0.53,4,45.11,1
User_967,25,2.1,45,21.71,0
User_968,8,1.93,20,5.95,1
User_969,13,1.37,17,84.52,1
User_970,21,3.64,7,98.14,1
User_971,1,2.53,4,79.52,0
User_972,16,0.5,29,85.52,1
User_973,29,1.18,14,24.96,1
User_974,7,3.45,3,96.1,1
User_975,5,0.47,24,20.5,1
User_976,22,4.27,37,95.19,1
User_977,29,2.53,16,99.49,0
User_978,23,2.45,4,71.46,1
User_979,3,3.0,24,98.13,1
User_980,12,4.14,34,57.38,1
User_981,26,1.8,30,26.69,1
User_982,16,3.42,18,44.26,1
User_983,19,2.87,19,59.76,1
User_984,5,1.41,31,8.24,1
User_985,22,4.41,19,62.61,1
User_986,25,4.01,49,98.14,1
User_987,29,3.33,46,19.82,1
User_988,14,4.27,19,79.47,1
User_989,28,4.35,22,90.88,0
User_990,5,3.57,24,94.43,0
User_991,15,4.2,45,96.05,0
User_992,17,3.52,12,52.62,1
User_993,14,3.43,30,97.75,0
User_994,20,3.13,38,75.97,1
User_995,5,3.79,31,17.01,1
User_996,12,0.88,36,48.21,1
User_997,16,4.42,19,72.11,1
User_998,26,4.37,48,25.49,1
User_999,26,0.24,45,64.42,1
User_1000,16,4.15,36,66.99,1
User_1001,21,0.73,30,17.11,1
User_1002,7,1.74,49,56.94,1
User_1003,4,3.74,33,77.39,1
User_1004,1,0.89,18,50.39,1
User_1005,5,4.11,49,2.2,0
User_1006,23,4.18,28,1.89,0
User_1007,26,2.59,47,36.35,1
User_1008,10,0.13,11,92.69,1
User_1009,22,1.51,45,23.64,1
User_1010,5,3.12,33,63.8,0
User_1011,4,4.91,17,22.99,1
User_1012,2,3.2,6,32.85,1
User_1013,20,1.37,4,84.96,0
User_1014,10,3.21,20,73.16,1
User_1015,26,2.75,48,10.44,1
User_1016,19,3.92,47,43.44,0
User_1017,26,0.62,27,3.89,1
User_1018,1,3.83,15,48.61,1
User_1019,24,2.75,6,66.58,0
User_1020,5,4.82,47,12.73,0
User_1021,13,1.78,14,29.6,1
User_1022,4,3.2,11,40.39,1
User_1023,16,4.67,39,92.03,1
User_1024,24,0.6,9,99.33,1
User_1025,16,4.69,26,5.45,1
User_1026,23,3.47,16,76.34,0
User_1027,2,0.43,5,37.8,1
User_1028,17,1.57,10,39.85,1
User_1029,28,3.57,3,75.67,1
User_1030,27,0.43,13,91.92,0
User_1031,20,2.95,43,95.14,1
User_1032,24,1.79,49,58.14,1
User_1033,12,3.14,30,36.35,1
User_1034,18,0.32,45,78.97,1
User_1035,3,4.37,6,25.85,1
User_1036,28,4.87,17,56.84,1
User_1037,1,4.85,45,36.5,1
User_1038,1,3.77,19,66.01,1
User_1039,29,0.74,42,24.8,1
User_1040,19,3.82,35,19.97,1
User_1041,11,0.22,46,91.91,0
User_1042,5,0.21,26,11.08,1
User_1043,12,1.69,5,51.09,1
User_1044,3,2.49,29,22.86,1
User_1045,1,3.87,37,4.85,1
User_1046,1,3.45,20,4.57,1
User_1047,8,2.28,49,18.35,0
User_1048,10,1.44,21,86.81,0
User_1049,11,4.99,10,28.97,1
User_1050,12,2.19,5,95.1,1
User_1051,29,2.31,36,58.58,1
User_1052,13,0.9,6,44.22,1
User_1053,12,3.99,26,58.43,1
User_1054,14,3.5,4,52.15,1
User_1055,2,1.18,39,76.12,1
User_1056,29,0.5,39,28.97,1
User_1057,19,3.43,35,35.95,1
User_1058,18,3.31,1,89.52,1
User_1059,3,1.44,24,94.7,1
User_1060,23,4.76,36,89.36,1
User_1061,17,0.84,6,42.53,0
User_1062,26,2.22,41,78.26,1
User_1063,8,4.72,46,48.16,1
User_1064,29,2.16,44,50.26,1
User_1065,26,3.23,31,21.26,0
User_1066,10,2.05,20,59.52,1
User_1067,26,1.44,24,19.43,1
User_1068,2,4.92,25,33.82,1
User_1069,19,2.11,36,85.65,1
User_1070,9,4.48,21,21.5,0
User_1071,7,1.23,30,8.04,1
User_1072,4,1.14,24,7.83,0
User_1073,26,0.25,44,94.14,1
User_1074,21,3.29,42,51.19,0
User_1075,18,1.91,30,41.53,1
User_1076,13,4.34,22,81.28,1
User_1077,11,2.42,28,83.75,1
User_1078,29,4.84,7,33.89,1
User_1079,24,1.01,35,69.67,1
User_1080,4,4.36,28,77.34,1
User_1081,25,3.91,14,65.81,1
User_1082,21,3.88,10,16.01,1
User_1083,29,4.24,16,87.71,0
User_1084,25,3.83,16,54.37,1
User_1085,4,3.17,31,28.96,0
User_1086,10,0.74,42,43.1,1
User_1087,5,0.26,25,4.72,0
User_1088,9,4.61,13,13.66,1
User_1089,24,3.12,6,76.79,1
User_1090,3,4.0,44,1.0,0
User_1091,17,2.46,9,42.24,1
User_1092,3,0.67,45,52.73,0
User_1093,16,0.71,36,6.41,1
User_1094,4,3.46,43,97.33,1
User_1095,18,2.21,20,23.39,1
User_1096,17,1.08,18,31.12,1
User_1097,7,2.51,43,31.09,1
User_1098,24,0.41,21,23.81,1
User_1099,23,2.95,4,1.15,1
User_1100,5,1.42,33,73.21,1
User_1101,12,4.01,27,96.72,0
User_1102,17,1.62,7,23.21,0
User_1103,23,2.33,6,66.64,1
User_1104,13,0.16,15,74.45,1
User_1105,23,0.45,18,84.99,0
User_1106,25,2.02,32,42.84,1
User_1107,3,2.45,11,30.99,0
User_1108,9,3.04,20,33.2,0
User_1109,17,1.53,24,71.55,0
User_1110,17,3.51,15,81.86,1
User_1111,20,4.31,48,18.98,1
User_1112,16,3.92,7,37.72,0
User_1113,25,0.29,21,90.29,0
User_1114,22,2.45,42,80.86,1
User_1115,13,0.61,26,98.5,1
User_1116,27,1.29,44,75.67,0
User_1117,19,4.93,14,39.93,1
User_1118,17,0.8,37,59.47,0
User_1119,4,2.54,21,66.44,1
User_1120,12,3.13,18,8.77,1
User_1121,29,3.54,5,54.91,1
User_1122,9,2.84,3,71.22,1
User_1123,19,0.15,23,17.56,1
User_1124,12,1.7,26,78.28,1
User_1125,9,2.64,37,58.79,1
User_1126,7,0.53,24,95.27,1
User_1127,28,1.82,49,5.2,1
User_1128,14,0.26,19,27.27,1
User_1129,20,0.49,25,60.55,0
User_1130,19,2.04,21,30.36,1
User_1131,26,0.75,12,71.73,0
User_1132,15,2.88,41,76.14,1
User_1133,16,3.48,33,11.15,1
User_1134,21,4.02,4,51.87,1
User_1135,5,1.08,42,51.38,1
User_1136,3,0.92,7,37.56,1
User_1137,12,0.61,22,93.36,1
User_1138,25,3.22,33,82.92,1
User_1139,20,3.56,17,70.02,0
User_1140,27,0.25,24,71.72,1
User_1141,21,4.69,34,46.71,1
User_1142,4,0.35,28,92.18,1
User_1143,21,2.75,43,69.76,0
User_1144,23,3.57,41,73.17,0
User_1145,16,4.37,39,86.31,1
User_1146,25,3.6,22,28.13,1
User_1147,7,4.03,49,80.9,1
User_1148,13,1.76,17,20.33,1
User_1149,21,4.09,34,35.19,1
User_1150,10,0.49,6,34.23,1
User_1151,26,4.48,46,97.87,1
User_1152,7,2.78,6,85.8,1
User_1153,14,4.1,34,70.42,1
User_1154,26,2.32,1,72.98,1
User_1155,5,3.25,10,56.65,1
User_1156,3,2.68,21,94.76,1
User_1157,23,3.68,5,50.13,1
User_1158,29,0.5,2,38.67,0
User_1159,11,0.4,22,17.14,1
User_1160,11,1.31,48,78.83,1
User_1161,18,0.88,2,73.71,0
User_1162,15,4.37,10,39.05,1
