User_ID,Lessons_Per_Week,Avg_Time_Per_Lesson,Streaks,Quiz_Scores,Dropped_Off
User_117,7.675631849692489,8.208611241064684,14,37,1
User_118,13.166435147642721,3.507221685413373,26,12,1
User_119,10.855430964188681,3.1709190012881665,13,30,1
User_120,7.351605590931243,5.0423458183836765,27,46,1
User_121,15.335137078587248,11.007071960887103,9,99,1
User_122,3.5733971302358416,14.306188657866244,26,87,0
User_123,7.374401748526931,13.22093766551874,25,51,0
User_124,9.222409898012922,5.634681244071559,15,55,0
User_125,11.456142607004194,19.099562349230723,25,14,0
User_126,19.65088143868604,14.771043488080583,22,28,1
User_127,5.071877175743157,11.109363347602445,15,7,0
User_128,12.904437516498929,12.253828887375327,24,4,1
User_129,14.851122764664856,8.421021245434408,30,28,0
User_130,1.2566152767279433,4.992233240548091,11,46,0
User_131,15.227866812345814,7.151654939092668,16,67,0
User_132,4.346050679813558,15.169029903764164,29,75,1
User_133,1.7197846653334599,0.33715009816362956,17,44,0
User_134,23.727249877608,2.3656491781129785,26,1,1
User_135,24.144237623556528,0.9677527083339673,4,26,1
User_136,20.229093968099882,0.8625396062634543,1,94,0
User_137,7.684882852416929,17.116438651019592,8,35,0
User_138,2.532035638758958,14.087974294631472,17,35,0
User_139,17.137402360152706,9.509767890292139,3,25,1
User_140,11.059797094116071,2.0017915049874793,29,42,0
User_141,3.1387520476349926,9.857736708580806,20,26,1
User_142,12.429905061770626,9.495761827072286,15,68,1
User_143,0.956274175768938,3.5053773047048025,15,19,0
User_144,22.742078011761674,8.705340402297562,24,10,0
User_145,6.54362154184042,8.0001694512276,22,73,1
User_146,16.59680488041415,12.336209456141718,14,37,1
User_147,7.861605794626332,12.720118334809493,26,5,1
User_148,13.049693727327488,0.9538149949522882,28,71,0
User_149,13.713085955647662,7.5235216617981004,23,22,1
User_150,4.702875942585623,12.535905318499015,14,46,0
User_151,24.242657231337507,10.08756835867275,24,89,1
User_152,19.400807301691753,17.136972331707028,2,45,1
User_153,23.493523644948308,13.190937950797952,13,11,0
User_154,22.381201025648455,3.300541820274522,26,89,1
User_155,14.987709472396018,1.4578465106385754,14,12,0
User_156,23.05466845207561,12.866264600215997,27,61,0
User_157,2.3034633010927954,0.5789006453053552,24,81,1
User_158,4.979973274236714,11.736222846405592,19,88,0
User_159,1.2261594938723979,18.807593316427905,7,96,0
User_160,8.200725236005281,11.530709848623786,3,59,1
User_161,9.7780645132681,7.7939900278201115,15,42,0
User_162,6.856590891170008,12.883599957924947,23,75,0
User_163,20.73556397788304,9.192145165305757,14,99,0
User_164,8.983157834670372,10.935054946852903,11,67,1
User_165,7.09526929121578,18.83222293509168,15,4,0
User_166,13.613132470640386,7.752747624125446,28,36,1
User_167,3.6090132018715897,19.225751748287088,13,71,1
User_168,20.074704820775587,18.111745307023472,18,91,0
User_169,1.9563110276262934,3.956033139046464,26,30,0
User_170,24.67348472135288,1.4337579524595507,6,8,0
User_171,19.32889475548677,2.0605211274796615,3,50,1
User_172,5.048020470200893,0.41352542174841705,19,28,0
User_173,0.23750071637769973,1.9341370670807714,15,77,0
User_174,20.40498956852537,13.67598512965632,25,39,0
User_175,17.700747861805667,1.4702135367815683,23,40,0
User_176,18.252278484220586,6.413563824360538,5,85,0
User_177,19.30463163248005,16.905262453840617,28,10,1
User_178,1.94371182817885,0.514275117929726,10,22,1
User_179,9.025796640752388,16.298646227649268,7,0,0
User_180,2.9851395821757296,5.673002756729328,25,45,0
User_181,21.59127530430228,2.407388311052042,17,20,0
User_182,15.620123358006191,13.949906449014806,7,89,0
User_183,8.339360818830963,12.597409793258686,22,35,1
User_184,1.6826029221219885,17.555566669864707,26,53,0
User_185,7.843459810719988,14.714667323887522,30,86,1
User_186,8.197064718466,16.07944456117773,12,56,1
User_187,18.267193840617796,5.676589722797564,25,0,0
User_188,15.975181036744805,3.58991889840547,17,62,1
User_189,22.191597290150533,15.024764295235125,13,53,1
User_190,11.858151636532536,16.14635304838192,20,54,1
User_191,3.0778967238637125,19.81057758291343,25,39,1
User_192,17.859795201852577,8.281722654382959,4,14,0
User_193,19.04354771056075,7.471760811566024,10,20,0
User_194,14.075802219480455,15.539438566802836,3,46,1
User_195,19.297082780868568,6.849030628047705,9,72,0
User_196,12.395510349473328,18.618608645791117,13,52,0
User_197,13.116047451611651,17.175334399268085,18,8,0
User_198,10.745771357127884,8.608430846131617,15,73,0
User_199,0.7329362559279702,15.029877802440373,4,51,0
User_200,2.7864965321332806,15.103130337989413,15,56,1
User_201,0.8825867235996828,2.1073211832768552,22,25,0
User_202,15.94661924046813,18.055930488257356,2,40,0
User_203,7.927463928800534,10.129784830334751,15,34,0
User_204,12.763410210001098,16.537826448849444,8,62,0
User_205,22.698405200759716,6.4349895405607045,8,24,1
User_206,6.307376505806985,17.9156884084992,17,89,1
User_207,10.318534783587179,7.814573490746554,12,74,1
User_208,18.913223349721914,0.2662111470319523,19,37,1
User_209,5.797074320741399,18.11237042956431,10,1,0
User_210,2.016799754736945,1.8711692018833646,9,6,1
User_211,7.314811177552823,6.420307069928776,5,81,0
User_212,4.114410052624709,19.003736242663557,6,90,0
User_213,23.24947154333007,19.014612581404243,20,33,0
User_214,20.22219745115398,11.490085868059559,26,90,0
User_215,15.871753537109543,12.655152382787495,2,16,0
User_216,21.799368695674172,8.99648816346748,27,42,1
User_217,20.11143471478795,5.899554895376387,24,58,1
User_218,4.7455944662622915,6.606857680129823,27,50,1
User_219,22.324719062400447,13.466743198736916,13,53,1
User_220,13.529621823699701,15.059871862281717,6,23,0
User_221,20.20525986358516,15.84200192233068,5,24,1
User_222,22.412673368094982,15.80288194875135,25,70,0
User_223,8.018286526799411,1.8695617558213729,1,51,1
User_224,2.8402929207391514,9.913685078816501,21,69,0
User_225,5.775585547294347,1.1982972623320534,22,87,0
User_226,10.734983936793782,11.013101202358524,21,32,1
User_227,20.46856767147008,8.858533502398872,6,48,0
User_228,21.53219152308295,17.75969844602808,6,28,0
User_229,0.2731080502266485,7.050754500413969,23,62,1
User_230,12.817607834181386,2.3854869777307366,16,21,0
User_231,10.493533978404596,2.902684056954075,4,25,1
User_232,5.630484480721183,15.242137102763571,30,27,1
User_233,3.0846476466087016,12.383450363159408,11,84,1
User_234,8.506617767950335,2.067397388649665,30,48,0
User_235,23.578451627421728,1.7279307819941987,30,70,0
User_236,8.147753007316805,14.034334172609444,30,80,0
User_237,13.017886481409814,1.501621976965661,24,83,1
User_238,17.60517207648993,16.446108182842607,23,48,0
User_239,9.15437709924442,14.1395324317721,9,19,1
User_240,24.29737385975192,1.6729081738059004,23,85,1
User_241,24.06493764405857,1.7425123959995787,3,91,0
User_242,6.369379166051567,19.733459591098452,19,62,1
User_243,12.481487796720396,7.5167023753346,8,60,0
User_244,7.591869914437564,7.444310833984473,5,48,0
User_245,7.192528309998943,16.265351366787176,4,70,0
User_246,1.0184849891278667,18.947609118807982,24,0,0
User_247,15.27815191609943,19.720721223266274,6,95,0
User_248,12.61670767839865,15.079894795915886,2,12,1
User_249,1.3818209061247348,7.556378731341769,20,93,1
User_250,7.038296959491624,1.7158392981384418,28,86,1
User_251,22.71582056056968,15.554080972752365,11,50,0
User_252,6.065091077607613,11.190164782229312,4,55,0
User_253,3.707882315071455,8.513229084477178,15,82,0
User_254,12.287373730911318,18.131769982639984,6,61,1
User_255,24.642696307353958,2.268389772007719,22,31,0
User_256,6.12717626063636,9.87787083060264,17,29,1
User_257,16.836175130406378,0.2765052131100104,30,28,1
User_258,19.06432842168507,9.399779807782819,24,48,0
User_259,6.017174845410751,1.1732503498526552,6,44,0
User_260,18.232587080435305,2.4204174295480345,19,92,1
User_261,9.257800004709404,2.394648623203242,30,29,0
User_262,15.844415181780128,13.00174552721547,25,15,1
User_263,15.874889797946278,14.933595341345194,2,39,0
User_264,13.440789633461485,11.688206863688334,15,18,0
User_265,2.3482152743547666,19.24534234206711,11,17,1
User_266,20.899032140172025,7.528668061497895,8,0,0
User_267,8.087423617796222,5.749956121323121,26,77,1
User_268,4.744310908956369,17.37855260737973,19,46,0
User_269,1.1153010247136215,4.51073697846308,13,65,1
User_270,14.81323428538722,19.266289661840197,12,91,1
User_271,16.97135260987283,0.292481770061836,5,93,0
User_272,0.5130369403036181,19.3990825928174,6,37,1
User_273,12.851117151652096,0.9110402434139935,26,50,0
User_274,5.739744802428654,17.828305118276518,22,62,0
User_275,16.164802481195302,10.577637126271682,4,3,0
User_276,4.441724082224287,19.859647682580043,19,0,1
User_277,17.304349678751404,1.5222414664712074,20,7,1
User_278,9.72971012288338,11.09939297380635,1,28,0
User_279,23.42457671954469,19.387585585601023,20,54,0
User_280,3.524271509235232,10.485801991194469,17,2,1
User_281,8.592552141151437,12.606502830798489,12,31,0
User_282,2.9254906788906676,13.930186345243113,15,9,0
User_283,23.124871095136214,9.118094242117076,1,73,1
User_284,21.945749899186428,12.569783697677066,26,82,0
User_285,6.522746530107374,11.70707052286585,14,33,1
User_286,16.53360274625106,18.02810230929523,6,96,0
User_287,20.448832785010275,0.9566552878120845,5,86,1
User_288,13.924500208826611,5.655215632364994,30,54,0
User_289,13.28829940106456,19.010709107327347,11,91,0
User_290,6.122122043421246,17.81076248862378,4,31,1
User_291,2.4182589183668903,9.140352218074973,13,49,0
User_292,22.440672373037835,12.421645326140657,11,6,1
User_293,22.520409623366927,5.583754600473597,3,92,0
User_294,15.86422628610437,3.803017136489038,1,7,1
User_295,8.541841797112646,9.300783178552644,6,64,1
User_296,8.795318407855255,7.099376949119753,18,56,1
User_297,18.17629640386896,11.693939431424898,24,66,1
User_298,22.43804547281917,1.6008060074514474,10,87,0
User_299,22.18845196420142,19.489176412940022,5,86,0
User_300,19.518901091854836,19.72490435236808,23,58,1
User_301,16.086587989241764,13.978326194693915,10,71,1
User_302,2.195085128376716,10.745122508565203,12,53,1
User_303,4.124554980955883,6.225075944912238,2,66,0
User_304,22.473999294324273,16.285210643153626,13,50,0
User_305,15.200083585523789,13.710386892449892,8,96,0
User_306,0.3290065852540782,3.294207939930581,2,91,0
User_307,2.6266414173641994,18.222997330652156,20,7,1
User_308,16.62119405079059,16.45961799631722,1,33,1
User_309,0.2260334377708453,18.998508270173886,5,34,1
User_310,4.104120480295716,14.528104192347781,9,95,0
User_311,13.763471355227994,12.287633158919007,17,87,0
User_312,17.32819042254806,8.393948573997847,9,77,0
User_313,16.333835361614753,18.657933242912563,11,31,1
User_314,5.684305805567938,17.327974595533146,15,45,1
User_315,17.833262611553643,0.9521124686184786,24,15,0
User_316,6.007502278670321,0.5760211412201776,6,67,1
User_317,8.202452484165766,7.560444169217089,23,36,0
User_318,18.687635987438803,16.220538949097566,3,53,0
User_319,16.275859186275646,19.74615877983314,30,84,1
User_320,21.24566292130503,3.050816977515387,17,13,0
User_321,16.47456101827855,11.902907771275096,5,94,1
User_322,14.250884223053243,7.648772589788878,30,54,0
User_323,2.4325017189195024,19.399792236401336,28,47,1
User_324,9.256123496179894,16.85027251655739,12,81,1
User_325,6.703538955274963,16.7746576589872,18,6,1
User_326,6.17534212013918,9.400428537909658,14,73,0
User_327,24.327962813335894,8.325649071636422,21,6,0
User_328,9.888133344202334,5.504471085017589,24,32,1
User_329,22.311959223910122,1.174691158185996,11,22,1
User_330,15.815351787331844,17.30121140628831,9,84,0
User_331,19.890801458187045,16.267375132145048,2,18,0
User_332,12.615663618319283,19.994367582058306,12,18,0
User_333,14.464906727196341,19.93290489962441,3,35,1
User_334,12.36369057608971,11.130862526772418,3,28,0
User_335,4.961550396171307,15.391298932851186,1,59,0
User_336,18.08905767001148,18.89807631115444,8,81,1
User_337,7.091231824777308,17.00046544401436,22,1,0
User_338,0.7054675641432006,4.984594629776793,28,0,0
User_339,16.172260168088478,9.038355499436365,29,46,0
User_340,4.510055917235518,2.6267303322723246,8,68,1
User_341,23.517418750387566,19.083317993811512,11,19,1
User_342,23.852821567364426,12.143183957295058,9,10,1
User_343,22.88012331648917,4.611423969794081,5,1,1
User_344,9.316951636360564,13.450428653896841,14,66,1
User_345,0.48486975156879897,12.381658397135022,28,86,1
User_346,23.215132208434362,7.195346224755167,30,11,1
User_347,10.761785293101125,2.3154739643825986,3,19,0
User_348,24.169704994187374,13.447885252076352,21,4,0
User_349,24.094137429522394,10.430138633030676,5,36,1
User_350,21.339935441137264,15.457751915126005,5,37,0
User_351,7.431777412532683,10.427261847184269,19,93,0
User_352,9.688933442187938,17.051020931354877,27,8,1
User_353,21.293303120769735,11.060541433550988,14,97,0
User_354,7.991357928391313,11.240712532130956,26,52,0
User_355,4.320369392483703,17.539239373033983,30,43,0
User_356,13.964351435212917,8.099483180937321,4,98,0
User_357,23.410253876603445,2.7236038075902824,25,85,0
User_358,17.431141937206828,0.6242143924511125,13,23,1
User_359,14.294523135225187,15.114988250688699,10,80,1
User_360,2.5196946948921366,12.42517554950162,25,73,1
User_361,15.413679944809326,14.096391373579511,18,29,0
User_362,24.752340867596157,4.2986350221027685,8,58,1
User_363,3.588091979389448,2.7706109379560564,8,86,0
User_364,13.006408343857043,0.3401660800742445,7,95,0
User_365,21.94658949100609,7.044221798191609,8,80,0
User_366,18.54513858207969,11.81885785274993,14,80,0
User_367,17.455691950782175,7.875268699739659,19,13,1
User_368,17.59185369127902,8.777624694373396,29,8,1
User_369,9.051329665371902,18.08796595515028,6,39,0
User_370,7.410436922185884,6.997696567114842,1,65,1
User_371,20.25309277141499,10.304090308738227,23,24,0
User_372,20.2718235275116,15.683877604185804,15,72,1
User_373,21.69010073264458,7.961028507309339,1,21,1
User_374,22.839689758656135,12.460629669546076,25,3,0
User_375,12.83242573163735,17.254155989497566,17,25,1
User_376,12.58775573771127,18.99293644196996,1,57,0
User_377,19.9775499562727,2.9841159445343064,15,28,1
User_378,16.284101876366353,18.535423121971814,23,97,0
User_379,17.578975243716815,9.867720046936787,2,86,0
User_380,19.915237468958917,5.201975546564219,14,36,1
User_381,22.2611330112574,9.209758336953314,21,74,1
User_382,8.516079405603241,19.601649876945267,8,69,0
User_383,9.452015520734605,9.877730975157748,8,17,1
User_384,2.440150302037638,6.6085946252357886,19,84,1
User_385,14.499175510804731,12.68634704361868,7,41,0
User_386,0.9949626175388778,4.840905094624952,19,99,0
User_387,11.693390651498257,1.5634733957678453,6,40,1
User_388,13.611851404218656,2.6211504521174516,6,37,0
User_389,7.234877177994281,2.60451448720756,3,33,0
User_390,14.811748188168366,3.080458735570272,7,16,0
User_391,0.8594562234823308,2.819602094355732,19,36,1
User_392,1.029969899855439,12.835451158824132,8,24,1
User_393,20.582753960425492,3.678507683762939,10,75,0
User_394,9.068746971140445,6.946062302311071,20,86,1
User_395,3.263806765031931,17.940928777624936,15,85,0
User_396,13.103857175364627,9.505534723244304,15,84,1
User_397,19.27283947215541,13.367776883494493,29,26,0
User_398,5.473943584671394,3.487781430472515,1,56,0
User_399,15.609972847893106,3.8861659252329814,20,30,1
User_400,2.225151878344823,0.8653288945162534,30,5,0
