User_ID,Lessons_Per_Week,Avg_Time_Per_Lesson,Streaks,Quiz_Scores,Dropped_Off
User_124,9.22,5.63,15,55,0
User_125,11.46,19.1,25,14,0
User_126,19.65,14.77,22,28,1
User_127,5.07,11.11,15,7,0
User_128,12.9,12.25,24,4,1
User_129,14.85,8.42,30,28,0
User_130,1.26,4.99,11,46,0
User_131,15.23,7.15,16,67,0
User_132,4.35,15.17,29,75,1
User_133,1.72,0.34,17,44,0
User_134,23.73,2.37,26,1,1
User_135,24.14,0.97,4,26,1
User_136,20.23,0.86,1,94,0
User_137,7.68,17.12,8,35,0
User_138,2.53,14.09,17,35,0
User_139,17.14,9.51,3,25,1
User_140,11.06,2.0,29,42,0
User_141,3.14,9.86,20,26,1
User_142,12.43,9.5,15,68,1
User_143,0.96,3.51,15,19,0
User_144,22.74,8.71,24,10,0
User_145,6.54,8.0,22,73,1
User_146,16.6,12.34,14,37,1
User_147,7.86,12.72,26,5,1
User_148,13.05,0.95,28,71,0
User_149,13.71,7.52,23,22,1
User_150,4.7,12.54,14,46,0
User_151,24.24,10.09,24,89,1
User_152,19.4,17.14,2,45,1
User_153,23.49,13.19,13,11,0
User_154,22.38,3.3,26,89,1
User_155,14.99,1.46,14,12,0
User_156,23.05,12.87,27,61,0
User_157,2.3,0.58,24,81,1
User_158,4.98,11.74,19,88,0
User_159,1.23,18.81,7,96,0
User_160,8.2,11.53,3,59,1
User_161,9.78,7.79,15,42,0
User_162,6.86,12.88,23,75,0
User_163,20.74,9.19,14,99,0
User_164,8.98,10.94,11,67,1
User_165,7.1,18.83,15,4,0
User_166,13.61,7.75,28,36,1
User_167,3.61,19.23,13,71,1
User_168,20.07,18.11,18,91,0
User_169,1.96,3.96,26,30,0
User_170,24.67,1.43,6,8,0
User_171,19.33,2.06,3,50,1
User_172,5.05,0.41,19,28,0
User_173,0.24,1.93,15,77,0
User_174,20.4,13.68,25,39,0
User_175,17.7,1.47,23,40,0
User_176,18.25,6.41,5,85,0
User_177,19.3,16.91,28,10,1
User_178,1.94,0.51,10,22,1
User_179,9.03,16.3,7,0,0
User_180,2.99,5.67,25,45,0
User_181,21.59,2.41,17,20,0
User_182,15.62,13.95,7,89,0
User_183,8.34,12.6,22,35,1
User_184,1.68,17.56,26,53,0
User_185,7.84,14.71,30,86,1
User_186,8.2,16.08,12,56,1
User_187,18.27,5.68,25,0,0
User_188,15.98,3.59,17,62,1
User_189,22.19,15.02,13,53,1
User_190,11.86,16.15,20,54,1
User_191,3.08,19.81,25,39,1
User_192,17.86,8.28,4,14,0
User_193,19.04,7.47,10,20,0
User_194,14.08,15.54,3,46,1
User_195,19.3,6.85,9,72,0
User_196,12.4,18.62,13,52,0
User_197,13.12,17.18,18,8,0
User_198,10.75,8.61,15,73,0
User_199,0.73,15.03,4,51,0
User_200,2.79,15.1,15,56,1
User_201,0.88,2.11,22,25,0
User_202,15.95,18.06,2,40,0
User_203,7.93,10.13,15,34,0
User_204,12.76,16.54,8,62,0
User_205,22.7,6.43,8,24,1
User_206,6.31,17.92,17,89,1
User_207,10.32,7.81,12,74,1
User_208,18.91,0.27,19,37,1
User_209,5.8,18.11,10,1,0
User_210,2.02,1.87,9,6,1
User_211,7.31,6.42,5,81,0
User_212,4.11,19.0,6,90,0
User_213,23.25,19.01,20,33,0
User_214,20.22,11.49,26,90,0
User_215,15.87,12.66,2,16,0
User_216,21.8,9.0,27,42,1
User_217,20.11,5.9,24,58,1
User_218,4.75,6.61,27,50,1
User_219,22.32,13.47,13,53,1
User_220,13.53,15.06,6,23,0
User_221,20.21,15.84,5,24,1
User_222,22.41,15.8,25,70,0
User_223,8.02,1.87,1,51,1
User_224,2.84,9.91,21,69,0
User_225,5.78,1.2,22,87,0
User_226,10.73,11.01,21,32,1
User_227,20.47,8.86,6,48,0
User_228,21.53,17.76,6,28,0
User_229,0.27,7.05,23,62,1
User_230,12.82,2.39,16,21,0
User_231,10.49,2.9,4,25,1
User_232,5.63,15.24,30,27,1
User_233,3.08,12.38,11,84,1
User_234,8.51,2.07,30,48,0
User_235,23.58,1.73,30,70,0
User_236,8.15,14.03,30,80,0
User_237,13.02,1.5,24,83,1
User_238,17.61,16.45,23,48,0
User_239,9.15,14.14,9,19,1
User_240,24.3,1.67,23,85,1
User_241,24.06,1.74,3,91,0
User_242,6.37,19.73,19,62,1
User_243,12.48,7.52,8,60,0
User_244,7.59,7.44,5,48,0
User_245,7.19,16.27,4,70,0
User_246,1.02,18.95,24,0,0
User_247,15.28,19.72,6,95,0
User_248,12.62,15.08,2,12,1
User_249,1.38,7.56,20,93,1
User_250,7.04,1.72,28,86,1
User_251,22.72,15.55,11,50,0
User_252,6.07,11.19,4,55,0
User_253,3.71,8.51,15,82,0
User_254,12.29,18.13,6,61,1
User_255,24.64,2.27,22,31,0
User_256,6.13,9.88,17,29,1
User_257,16.84,0.28,30,28,1
User_258,19.06,9.4,24,48,0
User_259,6.02,1.17,6,44,0
User_260,18.23,2.42,19,92,1
User_261,9.26,2.39,30,29,0
User_262,15.84,13.0,25,15,1
User_263,15.87,14.93,2,39,0
User_264,13.44,11.69,15,18,0
User_265,2.35,19.25,11,17,1
User_266,20.9,7.53,8,0,0
User_267,8.09,5.75,26,77,1
User_268,4.74,17.38,19,46,0
User_269,1.12,4.51,13,65,1
User_270,14.81,19.27,12,91,1
User_271,16.97,0.29,5,93,0
User_272,0.51,19.4,6,37,1
User_273,12.85,0.91,26,50,0
User_274,5.74,17.83,22,62,0
User_275,16.16,10.58,4,3,0
User_276,4.44,19.86,19,0,1
User_277,17.3,1.52,20,7,1
User_278,9.73,11.1,1,28,0
User_279,23.42,19.39,20,54,0
User_280,3.52,10.49,17,2,1
User_281,8.59,12.61,12,31,0
User_282,2.93,13.93,15,9,0
User_283,23.12,9.12,1,73,1
User_284,21.95,12.57,26,82,0
User_285,6.52,11.71,14,33,1
User_286,16.53,18.03,6,96,0
User_287,20.45,0.96,5,86,1
User_288,13.92,5.66,30,54,0
User_289,13.29,19.01,11,91,0
User_290,6.12,17.81,4,31,1
User_291,2.42,9.14,13,49,0
User_292,22.44,12.42,11,6,1
User_293,22.52,5.58,3,92,0
User_294,15.86,3.8,1,7,1
User_295,8.54,9.3,6,64,1
User_296,8.8,7.1,18,56,1
User_297,18.18,11.69,24,66,1
User_298,22.44,1.6,10,87,0
User_299,22.19,19.49,5,86,0
User_300,19.52,19.72,23,58,1
User_301,16.09,13.98,10,71,1
User_302,2.2,10.75,12,53,1
User_303,4.12,6.23,2,66,0
User_304,22.47,16.29,13,50,0
User_305,15.2,13.71,8,96,0
User_306,0.33,3.29,2,91,0
User_307,2.63,18.22,20,7,1
User_308,16.62,16.46,1,33,1
User_309,0.23,19.0,5,34,1
User_310,4.1,14.53,9,95,0
User_311,13.76,12.29,17,87,0
User_312,17.33,8.39,9,77,0
User_313,16.33,18.66,11,31,1
User_314,5.68,17.33,15,45,1
User_315,17.83,0.95,24,15,0
User_316,6.01,0.58,6,67,1
User_317,8.2,7.56,23,36,0
User_318,18.69,16.22,3,53,0
User_319,16.28,19.75,30,84,1
User_320,21.25,3.05,17,13,0
User_321,16.47,11.9,5,94,1
User_322,14.25,7.65,30,54,0
User_323,2.43,19.4,28,47,1
User_324,9.26,16.85,12,81,1
User_325,6.7,16.77,18,6,1
User_326,6.18,9.4,14,73,0
User_327,24.33,8.33,21,6,0
User_328,9.89,5.5,24,32,1
User_329,22.31,1.17,11,22,1
User_330,15.82,17.3,9,84,0
User_331,19.89,16.27,2,18,0
User_332,12.62,19.99,12,18,0
User_333,14.46,19.93,3,35,1
User_334,12.36,11.13,3,28,0
User_335,4.96,15.39,1,59,0
User_336,18.09,18.9,8,81,1
User_337,7.09,17.0,22,1,0
User_338,0.71,4.98,28,0,0
User_339,16.17,9.04,29,46,0
User_340,4.51,2.63,8,68,1
User_341,23.52,19.08,11,19,1
User_342,23.85,12.14,9,10,1
User_343,22.88,4.61,5,1,1
User_344,9.32,13.45,14,66,1
User_345,0.48,12.38,28,86,1
User_346,23.22,7.2,30,11,1
User_347,10.76,2.32,3,19,0
User_348,24.17,13.45,21,4,0
User_349,24.09,10.43,5,36,1
User_350,21.34,15.46,5,37,0
User_351,7.43,10.43,19,93,0
User_352,9.69,17.05,27,8,1
User_353,21.29,11.06,14,97,0
User_354,7.99,11.24,26,52,0
User_355,4.32,17.54,30,43,0
User_356,13.96,8.1,4,98,0
User_357,23.41,2.72,25,85,0
User_358,17.43,0.62,13,23,1
User_359,14.29,15.11,10,80,1
User_360,2.52,12.43,25,73,1
User_361,15.41,14.1,18,29,0
User_362,24.75,4.3,8,58,1
User_363,3.59,2.77,8,86,0
User_364,13.01,0.34,7,95,0
User_365,21.95,7.04,8,80,0
User_366,18.55,11.82,14,80,0
User_367,17.46,7.88,19,13,1
User_368,17.59,8.78,29,8,1
User_369,9.05,18.09,6,39,0
User_370,7.41,7.0,1,65,1
User_371,20.25,10.3,23,24,0
User_372,20.27,15.68,15,72,1
User_373,21.69,7.96,1,21,1
User_374,22.84,12.46,25,3,0
User_375,12.83,17.25,17,25,1
User_376,12.59,18.99,1,57,0
User_377,19.98,2.98,15,28,1
User_378,16.28,18.54,23,97,0
User_379,17.58,9.87,2,86,0
User_380,19.92,5.2,14,36,1
User_381,22.26,9.21,21,74,1
User_382,8.52,19.6,8,69,0
User_383,9.45,9.88,8,17,1
User_384,2.44,6.61,19,84,1
User_385,14.5,12.69,7,41,0
User_386,0.99,4.84,19,99,0
User_387,11.69,1.56,6,40,1
User_388,13.61,2.62,6,37,0
User_389,7.23,2.6,3,33,0
User_390,14.81,3.08,7,16,0
User_391,0.86,2.82,19,36,1
User_392,1.03,12.84,8,24,1
User_393,20.58,3.68,10,75,0
User_394,9.07,6.95,20,86,1
User_395,3.26,17.94,15,85,0
User_396,13.1,9.51,15,84,1
User_397,19.27,13.37,29,26,0
User_398,5.47,3.49,1,56,0
User_399,15.61,3.89,20,30,1
User_400,2.23,0.87,30,5,0
