User_ID,Lessons_Per_Week,Avg_Time_Per_Lesson,Streaks,Quiz_Scores,Dropped_Off
User_146,16.6,12.34,14,37,0
User_147,7.86,12.72,26,5,0
User_148,13.05,0.95,28,72,0
User_149,13.71,7.52,23,22,0
User_150,4.7,12.54,14,48,1
User_151,24.24,10.09,24,89,1
User_152,19.4,17.14,2,45,0
User_153,23.49,13.19,13,11,0
User_154,22.38,3.3,26,89,0
User_155,14.99,1.46,14,12,0
User_156,23.05,12.87,27,61,1
User_157,2.3,0.58,24,81,0
User_158,4.98,11.74,19,4,0
User_159,1.23,18.81,7,31,0
User_160,8.2,11.53,3,59,0
User_161,9.78,7.79,15,42,1
User_162,6.86,12.88,23,22,0
User_163,20.74,9.19,14,99,0
User_164,8.98,10.94,11,67,0
User_165,7.1,18.83,15,4,1
User_166,13.61,7.75,28,36,0
User_167,3.61,19.23,13,56,0
User_168,20.07,18.11,18,91,1
User_169,1.96,3.96,26,42,1
User_170,24.67,1.43,6,8,1
User_171,19.33,2.06,3,50,1
User_172,5.05,0.41,19,28,1
User_173,0.24,1.93,15,23,1
User_174,20.4,13.68,25,39,1
User_175,17.7,1.47,23,40,1
User_176,18.25,6.41,5,85,1
User_177,19.3,16.91,28,10,1
User_178,1.94,0.51,10,22,0
User_179,9.03,16.3,7,0,0
User_180,2.99,5.67,25,39,1
User_181,21.59,2.41,17,20,0
User_182,15.62,13.95,7,89,0
User_183,8.34,12.6,22,35,0
User_184,1.68,17.56,26,35,0
User_185,7.84,14.71,30,86,1
User_186,8.2,16.08,12,56,1
User_187,18.27,5.68,25,0,0
User_188,15.98,3.59,17,62,0
User_189,22.19,15.02,13,53,1
User_190,11.86,16.15,20,54,0
User_191,3.08,19.81,25,27,1
User_192,17.86,8.28,4,14,0
User_193,19.04,7.47,10,20,0
User_194,14.08,15.54,3,46,1
User_195,19.3,6.85,9,72,0
User_196,12.4,18.62,13,52,1
User_197,13.12,17.18,18,8,1
User_198,10.75,8.61,15,73,0
User_199,0.73,15.03,4,31,1
User_200,2.79,15.1,15,7,1
User_201,0.88,2.11,22,9,1
User_202,15.95,18.06,2,40,1
User_203,7.93,10.13,15,34,0
User_204,12.76,16.54,8,62,1
User_205,22.7,6.43,8,24,1
User_206,6.31,17.92,17,27,0
User_207,10.32,7.81,12,74,1
User_208,18.91,0.27,19,76,1
User_209,5.8,18.11,10,7,1
User_210,2.02,1.87,9,39,1
User_211,7.31,6.42,5,81,1
User_212,4.11,19.0,6,8,0
User_213,23.25,19.01,20,33,1
User_214,20.22,11.49,26,90,0
User_215,15.87,12.66,2,16,0
User_216,21.8,9.0,27,42,1
User_217,20.11,5.9,24,58,0
User_218,4.75,6.61,27,35,0
User_219,22.32,13.47,13,53,0
User_220,13.53,15.06,6,23,0
User_221,20.21,15.84,5,24,1
User_222,22.41,15.8,25,70,0
User_223,8.02,1.87,1,51,1
User_224,2.84,9.91,21,57,0
User_225,5.78,1.2,22,54,1
User_226,10.73,11.01,21,32,0
User_227,20.47,8.86,6,48,0
User_228,21.53,17.76,6,28,1
User_229,0.27,7.05,23,35,1
User_230,12.82,2.39,16,21,0
User_231,10.49,2.9,4,25,0
User_232,5.63,15.24,30,39,1
User_233,3.08,12.38,11,1,0
User_234,8.51,2.07,30,48,1
User_235,23.58,1.73,30,70,0
User_236,8.15,14.03,30,80,0
User_237,13.02,1.5,24,83,0
User_238,17.61,16.45,23,48,0
User_239,9.15,14.14,9,19,0
User_240,24.3,1.67,23,85,0
User_241,24.06,1.74,3,91,0
User_242,6.37,19.73,19,59,0
User_243,12.48,7.52,8,60,1
User_244,7.59,7.44,5,48,0
User_245,7.19,16.27,4,70,1
User_246,1.02,18.95,24,14,1
User_247,15.28,19.72,6,95,1
User_248,12.62,15.08,2,12,1
User_249,1.38,7.56,20,17,1
User_250,7.04,1.72,28,86,1
User_251,22.72,15.55,11,50,0
User_252,6.07,11.19,4,24,0
User_253,3.71,8.51,15,39,0
User_254,12.29,18.13,6,61,0
User_255,24.64,2.27,22,31,0
User_256,6.13,9.88,17,59,1
User_257,16.84,0.28,30,99,1
User_258,19.06,9.4,24,48,0
User_259,6.02,1.17,6,49,1
User_260,18.23,2.42,19,92,1
User_261,9.26,2.39,30,29,1
User_262,15.84,13.0,25,15,0
User_263,15.87,14.93,2,39,0
User_264,13.44,11.69,15,18,0
User_265,2.35,19.25,11,43,1
User_266,20.9,7.53,8,0,1
User_267,8.09,5.75,26,77,0
User_268,4.74,17.38,19,45,1
User_269,1.12,4.51,13,48,0
User_270,14.81,19.27,12,91,1
User_271,16.97,0.29,5,92,0
User_272,0.51,19.4,6,34,1
User_273,12.85,0.91,26,88,0
User_274,5.74,17.83,22,31,0
User_275,16.16,10.58,4,3,0
User_276,4.44,19.86,19,54,1
User_277,17.3,1.52,20,7,0
User_278,9.73,11.1,1,28,0
User_279,23.42,19.39,20,54,0
User_280,3.52,10.49,17,40,1
User_281,8.59,12.61,12,31,1
User_282,2.93,13.93,15,17,1
User_283,23.12,9.12,1,73,1
User_284,21.95,12.57,26,82,0
User_285,6.52,11.71,14,20,1
User_286,16.53,18.03,6,96,1
User_287,20.45,0.96,5,91,0
User_288,13.92,5.66,30,54,0
User_289,13.29,19.01,11,91,0
User_290,6.12,17.81,4,6,1
User_291,2.42,9.14,13,22,1
User_292,22.44,12.42,11,6,0
User_293,22.52,5.58,3,92,1
User_294,15.86,3.8,1,7,0
User_295,8.54,9.3,6,64,0
User_296,8.8,7.1,18,56,0
User_297,18.18,11.69,24,66,1
User_298,22.44,1.6,10,87,0
User_299,22.19,19.49,5,86,0
User_300,19.52,19.72,23,58,0
User_301,16.09,13.98,10,71,1
User_302,2.2,10.75,12,12,0
User_303,4.12,6.23,2,17,0
User_304,22.47,16.29,13,50,0
User_305,15.2,13.71,8,96,1
User_306,0.33,3.29,2,20,0
User_307,2.63,18.22,20,14,1
User_308,16.62,16.46,1,33,1
User_309,0.23,19.0,5,26,1
User_310,4.1,14.53,9,49,0
User_311,13.76,12.29,17,87,1
User_312,17.33,8.39,9,77,0
User_313,16.33,18.66,11,31,0
User_314,5.68,17.33,15,22,1
User_315,17.83,0.95,24,89,1
User_316,6.01,0.58,6,67,0
User_317,8.2,7.56,23,36,0
User_318,18.69,16.22,3,53,0
User_319,16.28,19.75,30,84,1
User_320,21.25,3.05,17,13,0
User_321,16.47,11.9,5,94,0
User_322,14.25,7.65,30,54,0
User_323,2.43,19.4,28,2,1
User_324,9.26,16.85,12,81,0
User_325,6.7,16.77,18,18,1
User_326,6.18,9.4,14,22,0
User_327,24.33,8.33,21,6,0
User_328,9.89,5.5,24,32,1
User_329,22.31,1.17,11,22,0
User_330,15.82,17.3,9,84,0
User_331,19.89,16.27,2,18,1
User_332,12.62,19.99,12,18,0
User_333,14.46,19.93,3,35,0
User_334,12.36,11.13,3,28,0
User_335,4.96,15.39,1,7,0
User_336,18.09,18.9,8,81,0
User_337,7.09,17.0,22,1,0
User_338,0.71,4.98,28,15,1
User_339,16.17,9.04,29,46,0
User_340,4.51,2.63,8,0,1
User_341,23.52,19.08,11,19,1
User_342,23.85,12.14,9,10,0
User_343,22.88,4.61,5,1,0
User_344,9.32,13.45,14,66,1
User_345,0.48,12.38,28,3,0
User_346,23.22,7.2,30,11,0
User_347,10.76,2.32,3,19,1
User_348,24.17,13.45,21,4,0
User_349,24.09,10.43,5,36,1
User_350,21.34,15.46,5,37,1
User_351,7.43,10.43,19,93,0
User_352,9.69,17.05,27,8,0
User_353,21.29,11.06,14,97,0
User_354,7.99,11.24,26,52,1
User_355,4.32,17.54,30,45,1
User_356,13.96,8.1,4,98,1
User_357,23.41,2.72,25,85,0
User_358,17.43,0.62,13,72,1
User_359,14.29,15.11,10,80,1
User_360,2.52,12.43,25,40,1
User_361,15.41,14.1,18,29,1
User_362,24.75,4.3,8,58,1
User_363,3.59,2.77,8,8,1
User_364,13.01,0.34,7,94,0
User_365,21.95,7.04,8,80,0
User_366,18.55,11.82,14,80,0
User_367,17.46,7.88,19,13,1
User_368,17.59,8.78,29,8,0
User_369,9.05,18.09,6,39,1
User_370,7.41,7.0,1,65,1
User_371,20.25,10.3,23,24,1
User_372,20.27,15.68,15,72,0
User_373,21.69,7.96,1,21,0
User_374,22.84,12.46,25,3,0
User_375,12.83,17.25,17,25,1
User_376,12.59,18.99,1,57,1
User_377,19.98,2.98,15,28,1
User_378,16.28,18.54,23,97,0
User_379,17.58,9.87,2,86,1
User_380,19.92,5.2,14,36,1
User_381,22.26,9.21,21,74,0
User_382,8.52,19.6,8,69,1
User_383,9.45,9.88,8,17,0
User_384,2.44,6.61,19,54,0
User_385,14.5,12.69,7,41,1
User_386,0.99,4.84,19,55,0
User_387,11.69,1.56,6,40,1
User_388,13.61,2.62,6,37,1
User_389,7.23,2.6,3,33,0
User_390,14.81,3.08,7,16,0
User_391,0.86,2.82,19,46,1
User_392,1.03,12.84,8,3,1
User_393,20.58,3.68,10,75,0
User_394,9.07,6.95,20,86,0
User_395,3.26,17.94,15,23,0
User_396,13.1,9.51,15,84,0
User_397,19.27,13.37,29,26,0
User_398,5.47,3.49,1,25,1
User_399,15.61,3.89,20,30,1
User_400,2.23,0.87,30,5,0
User_401,7,1.14,26,96.32,1
User_402,20,0.77,27,72.94,0
User_403,29,0.17,37,31.17,1
User_404,15,1.82,4,83.11,1
User_405,11,2.99,24,28.87,1
User_406,8,2.02,19,87.4,1
User_407,29,2.24,36,12.15,1
User_408,21,4.53,39,70.66,1
User_409,7,1.81,10,54.53,1
User_410,26,2.62,25,10.56,1
User_411,19,3.94,18,24.95,1
User_412,23,2.04,19,2.23,1
User_413,11,3.15,36,47.41,0
User_414,11,4.33,10,30.83,1
User_415,24,4.75,33,60.24,1
User_416,21,0.82,5,30.43,1
User_417,4,4.64,47,30.69,1
User_418,8,2.51,49,74.58,1
User_419,24,1.37,35,5.77,1
User_420,3,2.35,44,90.39,1
User_421,22,4.9,34,85.37,1
User_422,21,2.51,33,67.11,1
User_423,2,1.71,21,59.73,1
User_424,24,3.2,17,89.34,1
User_425,12,1.28,22,19.35,0
User_426,6,0.47,48,8.82,1
User_427,2,0.73,37,24.71,1
User_428,28,0.73,15,79.66,0
User_429,21,0.84,35,4.43,1
User_430,1,0.78,28,58.7,1
User_431,12,3.24,7,99.55,1
User_432,26,0.99,32,85.71,0
User_433,22,1.79,11,52.62,1
User_434,29,4.49,10,7.3,1
User_435,12,2.42,9,83.31,1
User_436,25,3.37,14,60.3,0
User_437,17,0.94,13,12.38,1
User_438,27,1.04,25,10.29,1
User_439,27,0.3,2,91.05,0
User_440,10,0.93,35,67.25,1
User_441,28,1.47,7,83.1,0
User_442,28,0.97,21,88.02,0
User_443,16,0.53,18,57.61,1
User_444,15,0.69,3,52.23,1
User_445,15,2.36,42,43.61,1
User_446,19,1.11,39,32.38,1
User_447,12,1.88,41,44.03,0
User_448,23,2.57,49,77.61,1
User_449,20,3.48,11,60.59,1
User_450,25,0.29,39,89.36,0
User_451,3,4.02,24,44.89,1
User_452,5,3.18,46,61.1,1
User_453,19,0.5,19,63.5,1
User_454,7,4.38,4,59.58,1
User_455,21,4.61,26,70.56,1
User_456,9,0.4,38,24.51,1
User_457,7,1.46,42,51.72,1
User_458,18,4.05,32,11.32,1
User_459,4,3.77,39,39.07,1
User_460,25,1.0,45,49.28,1
User_461,28,1.13,46,65.57,1
User_462,14,1.92,36,95.1,0
User_463,18,2.47,40,60.46,0
User_464,26,3.13,37,74.62,0
User_465,9,1.91,33,51.12,1
User_466,26,2.37,36,63.78,1
User_467,21,3.76,3,8.02,1
User_468,2,0.28,9,26.18,1
User_469,20,1.34,8,36.82,1
User_470,28,3.6,33,47.78,0
User_471,15,4.49,6,5.52,0
User_472,28,2.61,41,14.86,1
User_473,7,2.71,39,28.4,1
User_474,12,0.63,4,97.18,1
User_475,29,2.29,13,33.8,0
User_476,8,2.71,49,48.72,0
User_477,15,1.29,2,20.41,1
User_478,3,1.42,5,61.47,1
User_479,14,1.95,44,28.79,0
User_480,17,0.2,27,21.49,1
User_481,4,1.68,32,52.14,1
User_482,18,1.14,21,1.55,0
User_483,8,1.7,8,1.76,1
User_484,4,0.69,38,22.69,1
User_485,2,4.46,8,4.64,1
User_486,6,3.01,3,11.69,1
User_487,22,3.43,44,34.55,0
User_488,10,3.97,3,80.46,1
User_489,4,2.54,22,57.63,0
User_490,22,0.53,6,51.75,1
User_491,29,2.73,2,30.06,1
User_492,18,2.98,23,93.24,1
User_493,26,3.75,44,40.3,1
User_494,12,2.22,2,9.62,1
User_495,2,0.73,38,62.09,1
User_496,10,1.49,17,12.27,1
User_497,4,1.88,35,35.18,1
User_498,14,3.26,34,51.23,1
User_499,16,2.9,23,87.55,1
User_500,15,1.84,30,49.86,1
User_501,8,4.93,8,70.52,1
User_502,14,3.07,22,99.29,1
User_503,23,1.26,44,14.02,1
User_504,28,0.6,36,28.2,1
User_505,25,0.85,5,40.06,1
User_506,8,1.31,13,42.76,0
User_507,21,0.89,29,41.69,1
User_508,16,1.01,31,90.85,0
User_509,13,1.5,47,71.69,1
User_510,18,0.95,16,61.18,1
User_511,15,4.49,42,31.63,1
User_512,21,0.49,30,82.56,0
User_513,24,2.67,16,95.55,1
User_514,26,2.11,12,82.3,0
User_515,25,4.91,17,1.15,1
User_516,28,0.65,16,64.0,1
User_517,28,2.05,12,6.06,1
User_518,28,4.85,8,26.5,1
User_519,13,4.34,20,6.89,1
User_520,9,4.1,3,60.78,1
User_521,29,1.36,16,68.97,1
User_522,15,0.94,30,12.33,0
User_523,13,3.38,45,39.0,1
User_524,1,4.65,23,46.17,0
User_525,25,2.83,28,37.54,1
User_526,7,2.9,40,12.98,1
User_527,9,1.47,5,42.48,1
User_528,24,3.87,20,75.37,0
User_529,1,1.02,40,8.03,1
User_530,12,1.69,44,8.94,1
User_531,8,2.18,1,36.12,1
User_532,24,2.59,30,94.23,1
User_533,11,1.29,21,67.19,1
User_534,19,0.66,20,68.19,1
User_535,17,3.09,6,36.83,1
User_536,8,1.51,22,59.77,1
User_537,3,2.95,18,2.0,1
User_538,3,0.86,8,63.97,1
User_539,1,2.46,39,91.42,1
User_540,27,2.71,32,61.64,0
User_541,5,0.35,33,87.5,1
User_542,10,1.75,16,72.67,1
User_543,7,0.76,12,12.94,1
User_544,26,0.41,38,90.34,0
User_545,9,4.95,34,7.58,1
User_546,28,1.68,14,53.86,0
User_547,7,4.07,36,15.07,1
User_548,9,1.35,33,2.16,1
User_549,8,3.44,23,42.78,1
User_550,12,3.83,45,30.21,1
User_551,2,3.02,2,49.11,1
User_552,1,2.41,41,58.14,0
User_553,16,2.12,21,5.33,1
User_554,23,1.81,2,13.18,1
User_555,23,4.65,27,56.31,1
User_556,24,4.17,9,34.97,1
User_557,5,4.83,1,73.19,1
User_558,3,0.71,11,65.58,1
User_559,12,3.68,3,84.71,1
User_560,8,4.7,23,69.56,1
User_561,22,0.99,26,43.56,1
User_562,27,0.43,4,67.62,0
User_563,3,3.73,18,28.26,1
User_564,1,2.91,6,31.33,1
User_565,3,4.22,35,79.11,1
User_566,5,0.78,22,45.2,1
User_567,15,4.0,43,80.04,1
User_568,14,1.09,15,82.42,1
User_569,3,0.9,22,85.9,1
User_570,1,0.9,37,91.75,1
User_571,5,4.09,42,43.67,1
User_572,26,3.36,12,32.57,1
User_573,23,2.66,47,58.64,0
User_574,14,1.86,49,37.75,1
User_575,7,4.4,42,60.51,1
User_576,27,2.02,38,70.85,1
User_577,9,4.1,18,69.15,1
User_578,15,2.25,45,38.08,1
User_579,15,1.95,35,17.52,0
User_580,26,2.37,30,43.62,0
User_581,10,1.58,24,15.12,1
User_582,28,3.76,42,89.12,0
User_583,13,2.56,30,35.24,0
User_584,19,1.24,14,16.29,0
User_585,7,4.51,6,3.52,0
User_586,17,1.98,3,64.94,1
User_587,20,2.76,16,64.05,1
User_588,29,4.54,7,34.72,1
User_589,4,3.16,14,8.1,1
User_590,5,0.67,9,41.55,0
User_591,23,4.71,15,31.81,1
User_592,7,3.18,21,68.03,1
User_593,13,1.74,35,60.97,0
User_594,15,0.78,2,37.09,0
User_595,11,3.99,27,22.57,0
User_596,29,3.14,2,98.82,1
User_597,4,2.71,35,45.95,1
User_598,13,4.48,18,69.14,1
User_599,7,3.96,14,14.91,1
User_600,27,0.84,20,49.07,1
User_601,19,1.63,18,3.73,1
User_602,22,1.32,10,51.04,1
User_603,28,3.75,25,96.44,1
User_604,2,0.26,2,39.04,1
User_605,10,2.89,25,4.86,1
User_606,13,3.84,33,4.06,1
User_607,25,4.4,36,39.41,1
User_608,21,1.78,31,16.84,1
User_609,6,4.12,14,3.31,1
User_610,28,0.64,1,75.87,0
User_611,28,4.25,46,46.39,1
User_612,12,0.72,16,29.64,0
User_613,12,2.05,46,90.11,1
User_614,20,4.01,3,12.5,1
User_615,11,0.83,35,95.64,1
User_616,26,1.22,41,32.08,0
User_617,23,3.64,6,88.95,1
User_618,28,3.63,25,60.69,1
User_619,25,3.24,13,82.84,0
User_620,7,3.5,34,98.42,1
User_621,1,2.76,8,29.55,1
User_622,1,1.33,21,96.15,1
User_623,25,1.79,34,39.56,1
User_624,27,0.99,4,39.17,1
User_625,25,4.55,25,34.7,1
User_626,20,2.96,15,54.6,0
User_627,13,2.06,4,16.26,0
User_628,9,2.36,45,55.82,1
User_629,3,4.74,12,54.63,1
User_630,7,0.85,32,76.43,1
User_631,6,2.97,32,83.53,0
User_632,8,2.58,28,44.6,0
User_633,27,3.1,13,30.93,1
User_634,9,0.19,31,26.67,0
User_635,5,4.37,14,20.27,1
User_636,1,4.67,20,6.71,1
User_637,19,2.87,18,34.9,1
User_638,10,3.51,29,27.75,1
User_639,12,4.62,6,96.68,1
User_640,24,3.57,32,56.21,1
User_641,15,0.85,29,35.38,1
User_642,27,2.92,43,58.47,0
User_643,22,3.07,2,14.78,1
User_644,24,2.18,23,44.96,1
User_645,9,3.71,19,63.0,1
User_646,20,4.68,31,49.4,1
User_647,17,4.64,5,40.78,1
User_648,17,2.31,19,99.39,1
User_649,26,0.65,34,88.15,0
User_650,20,4.93,10,62.72,1
User_651,12,4.21,25,57.37,1
User_652,7,0.71,2,62.45,1
User_653,2,4.61,11,20.93,1
User_654,3,4.36,31,40.12,1
User_655,17,2.64,15,4.91,1
User_656,5,3.0,9,48.08,0
User_657,17,2.06,23,54.76,1
User_658,24,0.37,19,23.55,1
User_659,17,1.74,9,96.44,0
User_660,27,4.03,35,91.04,1
User_661,17,0.12,21,72.49,0
User_662,2,1.73,9,53.81,0
User_663,2,2.05,28,87.13,0
User_664,28,2.73,46,13.93,0
User_665,22,4.61,7,79.26,1
User_666,23,1.8,16,13.36,1
User_667,5,1.8,16,79.63,1
User_668,1,3.71,33,28.3,1
User_669,1,2.32,4,87.83,1
User_670,19,1.2,4,94.46,0
User_671,2,2.32,39,15.73,0
User_672,21,0.79,40,46.8,1
User_673,12,0.96,17,98.12,1
User_674,26,2.54,37,48.86,1
User_675,6,2.15,39,86.49,1
User_676,23,4.58,29,59.28,1
User_677,4,1.88,36,38.16,1
User_678,23,2.94,38,29.29,1
User_679,11,3.2,39,21.12,1
User_680,24,0.16,37,76.42,1
User_681,27,3.35,35,39.27,0
User_682,17,0.97,7,51.62,1
User_683,6,4.81,27,49.74,1
User_684,24,0.83,28,58.15,0
User_685,5,2.13,22,86.69,0
User_686,20,0.52,14,98.09,0
User_687,2,4.98,7,41.35,1
User_688,6,2.56,37,82.92,1
User_689,22,3.02,22,76.69,0
User_690,11,0.43,5,57.78,0
User_691,16,3.77,2,95.65,1
User_692,16,1.13,27,20.85,0
User_693,1,4.5,21,11.82,1
User_694,9,1.11,38,85.54,0
User_695,28,1.03,15,44.48,1
User_696,27,0.28,21,84.85,1
User_697,6,2.41,10,89.42,1
User_698,16,2.87,23,7.18,1
User_699,29,0.42,39,88.46,0
User_700,3,3.9,5,45.38,0
User_701,20,2.32,1,51.53,0
User_702,28,2.67,13,63.03,0
User_703,27,2.26,21,92.71,0
User_704,4,2.06,26,2.89,1
User_705,19,2.84,45,48.21,1
User_706,26,0.86,21,69.08,1
User_707,3,0.99,18,72.55,1
User_708,19,4.32,37,69.56,1
User_709,20,4.74,45,14.31,1
User_710,7,1.93,32,30.64,1
User_711,20,1.43,36,36.51,1
User_712,9,3.26,17,80.64,1
User_713,1,2.1,35,28.6,1
User_714,8,0.22,49,21.86,0
User_715,7,0.87,11,95.79,1
User_716,18,3.61,21,1.88,0
User_717,8,3.33,26,99.78,1
User_718,1,0.23,4,68.01,1
User_719,11,1.19,34,83.02,1
User_720,28,1.23,48,30.17,1
User_721,25,3.39,18,2.42,1
User_722,25,0.2,40,74.05,0
User_723,18,0.61,35,83.58,0
User_724,23,4.02,41,74.31,1
User_725,10,0.97,29,15.14,1
User_726,3,3.3,29,75.59,1
User_727,7,1.27,38,77.12,1
User_728,28,0.59,42,66.2,1
User_729,16,1.29,21,76.85,1
User_730,26,3.64,42,84.75,1
User_731,16,4.29,13,61.75,1
User_732,25,4.17,49,9.77,0
User_733,20,2.05,41,49.28,1
User_734,28,3.37,17,8.69,1
User_735,17,1.1,9,41.35,1
User_736,2,1.54,41,41.3,1
User_737,1,4.49,1,7.53,1
User_738,16,0.16,2,35.53,0
User_739,12,0.52,48,11.99,1
User_740,5,1.12,29,81.02,1
User_741,5,0.23,33,94.82,1
User_742,27,0.99,10,8.16,1
User_743,23,2.96,40,95.56,1
User_744,9,2.16,21,52.74,1
User_745,9,4.47,28,30.66,1
User_746,3,4.11,11,8.61,1
User_747,19,1.77,34,50.56,1
User_748,16,1.37,8,79.66,0
User_749,16,1.96,22,71.0,1
User_750,3,2.99,8,5.97,1
User_751,20,1.41,49,8.22,1
User_752,24,3.16,15,40.88,1
User_753,22,2.11,17,30.23,1
User_754,24,2.81,23,24.01,1
User_755,1,2.24,24,28.82,1
User_756,24,1.54,45,80.54,0
User_757,20,4.75,19,92.99,0
User_758,11,3.84,5,41.11,1
User_759,17,0.79,32,90.7,0
User_760,8,4.36,44,32.83,0
User_761,4,2.49,1,48.17,0
User_762,6,4.48,23,23.38,0
User_763,8,4.02,37,64.41,1
User_764,20,2.18,8,97.92,1
User_765,3,0.21,13,60.75,1
User_766,16,1.42,8,36.42,1
User_767,25,2.75,23,65.13,1
User_768,3,3.2,43,13.17,1
User_769,25,1.36,1,88.98,1
User_770,29,0.78,45,50.81,1
User_771,18,4.19,24,45.49,0
